Id	SRR3033158	SRR3033159	SRR3033160	SRR3033164	SRR3033165	SRR3033166	SRR3033161	SRR3033162	SRR3033163	SRR3033167	SRR3033168	norm.SRR3033158	norm.SRR3033159	norm.SRR3033160	norm.SRR3033164	norm.SRR3033165	norm.SRR3033166	norm.SRR3033161	norm.SRR3033162	norm.SRR3033163	norm.SRR3033167	norm.SRR3033168	baseMean	WT	codY	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LMRG_RS02245	17	8	8	88	115	91	94	127	124	303	280	22	10	13	65	76	66	117	158	178	198	192	99.64	42	169	3.949	1.981	3.927	8.60860961973322e-05	0.0020616890496073	0.3361	0.2093	0.3192	0.3192	TRUE	0.5177
LMRG_RS00655	15	10	30	118	110	127	133	209	230	270	194	19	13	47	88	73	93	166	260	330	176	133	127.09	56	213	3.807	1.929	3.919	8.88752217468849e-05	0.00211059980383779	0.3203	0.2065	0.3061	0.3061	TRUE	0.1877
LMRG_RS03255	320	291	234	933	1341	969	756	748	927	2742	2331	412	378	369	693	886	707	942	929	1331	1792	1602	912.79	574	1319	2.295	1.199	3.905	9.40915232924613e-05	0.00221585537353746	0.1162	0.198	0.1222	0.1222	TRUE	0.1362
LMRG_RS00450	42	32	34	71	89	83	91	104	84	132	86	54	42	54	53	59	61	113	129	121	86	59	75.45	54	102	1.869	0.902	3.901	9.59931147644489e-05	0.00224195489524242	0.0441	0.2133	0.0559	0.0559	TRUE	0.251
LMRG_RS02395	35	34	24	58	66	64	64	57	47	128	76	45	44	38	43	44	47	80	71	67	84	52	55.85	44	71	1.618	0.694	3.883	0.000103134574271826	0.00236957973083073	0	0.2192	0.0238	0.0238	TRUE	0.2606
LMRG_RS12405	88	77	82	174	199	176	133	134	112	288	228	113	100	129	129	132	128	166	166	161	188	157	142.69	122	168	1.369	0.453	3.863	0.000111944181320354	0.00253083405129056	0	0.2054	0.011	0.011	TRUE	0.0698
LMRG_RS14040	866	895	829	1628	1957	1812	1662	1611	1175	2280	2074	1114	1162	1307	1209	1293	1322	2072	2001	1687	1490	1425	1462.08	1234	1735	1.404	0.489	3.858	0.000114264661677866	0.00256279312620357	0.0145	0.1974	0.0203	0.0203	TRUE	0.0916
LMRG_RS02905	1582	1558	1517	2634	2377	2854	2179	2206	2213	3655	4510	2035	2022	2392	1957	1571	2082	2716	2740	3178	2388	3099	2380.08	2010	2824	1.406	0.492	3.856	0.000115311982131927	0.00256591859452619	0.0147	0.1971	0.0209	0.0209	TRUE	0.143
LMRG_RS06080	3593	3658	2850	5419	6405	5402	5453	5040	5151	7262	7986	4623	4748	4494	4026	4233	3940	6798	6261	7397	4745	5487	5159.26	4344	6138	1.413	0.498	3.833	0.000126553650713148	0.00279406731965122	0.0159	0.1968	0.022	0.022	TRUE	0.1481
LMRG_RS04480	2326	1954	1846	5866	6000	5771	3954	4186	3722	10119	8404	2993	2537	2911	4358	3965	4209	4929	5200	5345	6612	5774	4439.33	3496	5572	1.594	0.672	3.804	0.000142472325883905	0.00307348696906806	0.0331	0.1969	0.0407	0.0407	TRUE	0.2088
LMRG_RS13885	402	363	397	867	805	931	832	751	648	1957	909	517	471	626	644	532	679	1037	933	931	1279	625	752.14	578	961	1.661	0.732	3.796	0.000146970996095411	0.0031465154164063	0.0394	0.1982	0.0473	0.0473	TRUE	0.1716
LMRG_RS01845	39	42	35	41	40	44	95	98	48	101	100	50	55	55	30	26	32	118	122	69	66	69	62.97	41	89	2.172	1.119	3.784	0.00015460802319602	0.00328512987633046	0.085	0.2166	0.0968	0.0968	TRUE	0.0801
LMRG_RS06440	1037	927	1049	1368	1670	1184	1505	1736	2184	2563	2670	1334	1203	1654	1016	1104	864	1876	2157	3136	1675	1834	1623.04	1196	2136	1.787	0.837	3.761	0.00016939623991797	0.00351995422064842	0.0562	0.1973	0.0643	0.0643	TRUE	0.8422
LMRG_RS03285	695	596	685	602	704	705	1066	1064	1264	2024	1721	894	774	1080	447	465	514	1329	1322	1815	1323	1182	1013.22	696	1394	2.007	1.005	3.718	0.000200525134812608	0.00410640602159733	0.0904	0.1978	0.0946	0.0946	TRUE	0.4944
LMRG_RS11185	973	692	691	3113	3408	3467	2604	2676	3084	7084	4907	1252	898	1090	2313	2252	2529	3246	3324	4429	4629	3371	2666.64	1722	3800	2.205	1.141	3.719	0.000200187553733249	0.00410640602159733	0.11	0.197	0.1229	0.1229	TRUE	0.2507
LMRG_RS08225	672	614	651	2372	2561	2636	2780	3023	2531	3725	2589	865	797	1026	1762	1692	1923	3465	3755	3635	2434	1779	2103.08	1344	3014	2.24	1.164	3.708	0.000209212724720573	0.00425349036014633	0.1136	0.1972	0.1285	0.1285	TRUE	0.1713
LMRG_RS07095	267	143	81	1773	3691	2212	3790	3862	4373	8235	8570	344	186	128	1317	2439	1613	4725	4798	6280	5381	5888	3008.91	1004	5414	5.388	2.43	3.66	0.000251908566261022	0.00501333526939188	0.6341	0.197	0.5768	0.5768	TRUE	2.5843
LMRG_RS09055	105	118	99	296	364	335	208	219	235	614	578	135	153	156	220	241	244	259	272	337	401	397	256.03	192	333	1.734	0.794	3.603	0.000315144955965609	0.00610612239083071	0.0488	0.2015	0.0595	0.0595	TRUE	0.0887
LMRG_RS13265	74	69	65	264	294	278	218	196	223	566	406	95	90	102	196	194	203	272	243	320	370	279	214.98	147	297	2.009	1.007	3.602	0.000315461383248862	0.00610612239083071	0.0869	0.2024	0.0972	0.0972	TRUE	0.1669
LMRG_RS09045	50	56	61	122	129	106	89	76	83	205	192	64	73	96	91	85	77	111	94	119	134	132	97.89	81	118	1.466	0.552	3.569	0.000358006175519631	0.00674483634678984	0.0086	0.2095	0.021	0.021	TRUE	0.1216
LMRG_RS06840	437	366	513	560	414	588	975	967	1171	1303	829	562	475	809	416	274	429	1215	1201	1682	851	570	771.28	494	1104	2.236	1.161	3.503	0.000459286298358886	0.00848328809909943	0.1366	0.1982	0.1424	0.1424	TRUE	0.1352
LMRG_RS08650	3534	3546	2711	6360	7140	7425	4805	4644	3921	9436	7517	4547	4603	4275	4725	4718	5416	5990	5769	5631	6166	5165	5182.18	4714	5744	1.218	0.284	3.497	0.000471092228025318	0.0085340168999971	0.0054	0.1968	0.0085	0.0085	TRUE	0.0665
LMRG_RS12025	508	425	358	1588	1500	2180	1298	1435	1283	3403	2953	654	552	564	1180	991	1590	1618	1783	1842	2224	2029	1366.06	922	1899	2.058	1.041	3.476	0.000509513439614214	0.0091398732735061	0.1174	0.1975	0.1168	0.1168	TRUE	0.8011
LMRG_RS13625	760	866	695	1460	1481	1504	1096	1046	1241	2378	1678	978	1124	1096	1085	979	1097	1366	1299	1782	1554	1153	1228.44	1060	1431	1.35	0.433	3.475	0.000511004945935585	0.0091398732735061	0.0139	0.1976	0.0195	0.0195	TRUE	0.2267
LMRG_RS09065	1382	1389	1363	2539	3076	2777	1837	1814	1698	3331	3547	1778	1803	2149	1886	2033	2026	2290	2254	2438	2177	2437	2115.49	1946	2319	1.191	0.253	3.449	0.000562610377756415	0.00997290841168535	0.0037	0.1972	0.0065	0.0065	TRUE	0.0304
LMRG_RS04080	874	621	701	1270	1190	1228	1103	1361	1006	1840	1610	1125	806	1105	943	786	896	1375	1691	1445	1202	1106	1134.59	944	1364	1.445	0.532	3.418	0.000631012547201579	0.0108075239902525	0.0243	0.1977	0.0308	0.0308	TRUE	0.2199
LMRG_RS10065	667	778	870	2295	2286	2637	1950	2143	1860	3307	2836	858	1010	1372	1705	1511	1923	2431	2662	2671	2161	1948	1841.14	1396	2375	1.699	0.765	3.393	0.000690940098384399	0.0114858630472607	0.0542	0.1973	0.066	0.066	TRUE	0.2427
LMRG_RS07090	220	106	80	1723	3534	2388	3585	3506	4394	7395	7409	283	138	126	1280	2335	1742	4469	4355	6310	4832	5090	2814.65	984	5011	5.091	2.348	3.369	0.000754687420295858	0.0123280153165092	0.7035	0.197	0.6358	0.6358	TRUE	1.7696
LMRG_RS01855	269	271	213	682	866	809	507	583	423	1401	1216	346	352	336	507	572	590	632	724	607	915	835	583.4	450	743	1.646	0.719	3.34	0.000836790883918517	0.0134361990792825	0.0508	0.1987	0.0589	0.0589	TRUE	0.1751
LMRG_RS02955	58	49	89	342	454	478	386	479	445	868	624	75	64	140	254	300	349	481	595	639	567	429	353.86	197	542	2.744	1.456	3.329	0.00087291818160419	0.0137048154511858	0.2535	0.2001	0.2474	0.2474	TRUE	0.4142
LMRG_RS05510	713	693	572	1230	1353	1440	953	928	805	1529	1567	917	900	902	914	894	1050	1188	1153	1156	999	1077	1013.61	930	1115	1.195	0.257	3.29	0.00100124697245141	0.0152124943233746	0.0037	0.1978	0.007	0.007	TRUE	0.0517
LMRG_RS02895	152	158	145	255	323	351	212	214	233	614	391	196	205	229	189	213	256	264	266	335	401	269	256.62	215	307	1.432	0.518	3.282	0.00103074496026323	0.0154120913106026	0.0209	0.2015	0.0286	0.0286	TRUE	0.3659
LMRG_RS00445	19	26	18	35	48	36	52	49	42	71	40	24	34	28	26	32	26	65	61	60	46	27	39.13	28	52	1.798	0.846	3.265	0.00109318173454079	0.0159461013570043	0.0453	0.2289	0.0609	0.0609	TRUE	0.5682
LMRG_RS13705	131	123	175	143	128	207	228	240	312	832	274	169	160	276	106	85	151	284	298	448	544	188	246.21	158	352	2.246	1.167	3.265	0.0010946722092211	0.0159461013570043	0.1588	0.2017	0.1628	0.1628	TRUE	0.1676
LMRG_RS03920	585	385	258	4528	4408	5323	4717	4625	5847	13100	12077	753	500	407	3364	2913	3883	5880	5746	8397	8560	8298	4427.16	1970	7376	3.744	1.904	3.258	0.00112142379967276	0.0162520187583344	0.4825	0.1969	0.4474	0.4474	TRUE	0.6301
LMRG_RS02320	664	658	501	1151	1560	1194	858	823	735	1591	1552	854	854	790	855	1031	871	1070	1022	1055	1040	1066	955.34	876	1051	1.196	0.259	3.249	0.0011584947639312	0.0166188132125359	0.0036	0.1979	0.0072	0.0072	TRUE	0.0956
LMRG_RS13055	235	135	177	1303	1467	1446	1013	1101	1267	4604	3140	302	175	279	968	969	1055	1263	1368	1819	3008	2157	1214.97	625	1923	3.075	1.621	3.247	0.00116737032307674	0.0166615582475498	0.3419	0.1976	0.3255	0.3255	TRUE	0.2528
LMRG_RS02960	379	343	362	1080	1508	1190	905	1046	890	1870	1432	488	445	571	802	997	868	1128	1299	1278	1222	984	916.55	695	1182	1.698	0.763	3.24	0.00119646870759652	0.0169910581289838	0.0621	0.1979	0.0716	0.0716	TRUE	0.2854
LMRG_RS06355	1500	1205	1159	2046	2528	1850	2652	2758	2328	2662	2679	1930	1564	1827	1520	1671	1349	3306	3426	3343	1739	1841	2137.91	1644	2731	1.661	0.732	3.236	0.00121037597633421	0.0171026125456024	0.0585	0.1972	0.0666	0.0666	TRUE	0.0953
LMRG_RS02925	54	59	44	94	78	107	73	68	76	170	137	69	77	69	70	52	78	91	84	109	111	94	82.25	69	98	1.429	0.515	3.227	0.00125192781794196	0.0176017314104675	0.0087	0.2119	0.0212	0.0212	TRUE	0.1872
LMRG_RS05110	1964	2395	1840	3375	3348	4473	3298	2971	3767	6546	4278	2527	3109	2901	2507	2213	3263	4111	3691	5410	4277	2939	3358.9	2753	4086	1.484	0.569	3.218	0.00129097499973574	0.0180608680656099	0.0332	0.1969	0.0407	0.0407	TRUE	0.2194
LMRG_RS09445	81	75	56	137	162	163	87	103	117	252	228	104	97	88	102	107	119	108	128	168	165	157	122.12	103	145	1.407	0.493	3.211	0.00132399782495423	0.0184316150409884	0.0119	0.2069	0.0226	0.0226	TRUE	0.1966
LMRG_RS04820	828	895	605	1876	1978	2239	1465	1368	1084	3127	2526	1065	1162	954	1394	1307	1633	1826	1699	1557	2043	1736	1488.75	1252	1772	1.414	0.499	3.2	0.00137269681727109	0.0189231278322347	0.025	0.1974	0.0312	0.0312	TRUE	0.2729
LMRG_RS12535	4133	3320	2065	8588	8594	8303	9070	9312	9905	8885	8823	5318	4310	3256	6380	5679	6056	11306	11568	14224	5806	6062	7269.58	5166	9793	1.895	0.922	3.197	0.00138731940555241	0.0190318671849083	0.0923	0.1967	0.1089	0.1089	TRUE	0.0872
LMRG_RS11110	4590	4740	4168	7920	9444	7221	7225	7088	7103	9736	9881	5906	6153	6572	5884	6241	5267	9007	8805	10200	6362	6789	7016.85	6004	8233	1.371	0.455	3.194	0.00140102741320938	0.019035112835239	0.0198	0.1967	0.0265	0.0265	TRUE	0.1177
LMRG_RS13695	67	55	80	56	75	75	104	142	120	385	107	86	71	126	42	50	55	130	176	172	252	74	112.1	72	161	2.267	1.181	3.18	0.00147254400019634	0.0197223191685064	0.1666	0.2078	0.1703	0.1703	TRUE	0.158
LMRG_RS09995	8532	9383	6169	19020	22123	19656	18145	16292	13233	22270	22195	10977	12180	9727	14130	14620	14337	22619	20239	19003	14552	15249	15239.54	12662	18332	1.448	0.534	3.162	0.00156611647432099	0.0205910202014139	0.0294	0.1967	0.0373	0.0373	TRUE	0.1238
LMRG_RS08230	657	655	588	1943	2095	2116	1866	1875	1689	2793	1790	845	850	927	1443	1384	1543	2326	2329	2425	1825	1230	1557.26	1165	2027	1.737	0.797	3.143	0.00167427408948952	0.0217041219123733	0.0697	0.1974	0.0835	0.0835	TRUE	0.3918
LMRG_RS02935	90	76	87	188	215	222	128	161	117	351	272	116	99	137	140	142	162	160	200	168	229	187	158.1	133	189	1.421	0.507	3.118	0.00181890005712496	0.0233143699188502	0.0185	0.2046	0.0281	0.0281	TRUE	0.1735
LMRG_RS03925	589	377	273	3904	3752	4896	3300	3564	4326	12127	10496	758	489	430	2900	2480	3571	4114	4428	6212	7924	7211	3683.44	1771	5978	3.374	1.754	3.116	0.001832448872737	0.0233265788934899	0.4449	0.1969	0.4149	0.4149	TRUE	0.3718
LMRG_RS03985	230	205	235	1067	1148	1180	672	679	832	3352	2457	296	266	371	793	759	861	838	844	1195	2190	1688	918.1	558	1351	2.421	1.276	3.106	0.00189771259160893	0.0238352701506081	0.2159	0.1979	0.2199	0.2199	TRUE	0.1576
LMRG_RS00490	432	508	334	716	977	803	605	581	514	1029	977	556	659	527	532	646	586	754	722	738	672	671	642.08	584	711	1.214	0.28	3.095	0.00196681639522034	0.0245939076676667	0.0047	0.1985	0.0091	0.0091	TRUE	0.0436
LMRG_RS13750	111	84	82	784	803	919	795	754	647	2062	1589	143	109	129	582	531	670	991	937	929	1347	1092	678.23	361	1059	2.931	1.551	3.069	0.00214754053636631	0.0262725088994424	0.3506	0.1984	0.333	0.333	TRUE	0.4329
LMRG_RS13980	314	375	292	515	490	638	608	600	436	825	633	404	487	460	383	324	465	758	745	626	539	435	511.49	420	621	1.476	0.561	3.047	0.00230793843108085	0.0281130776130797	0.0345	0.199	0.0424	0.0424	TRUE	0.1677
LMRG_RS00115	7	7	6	24	23	25	30	27	20	37	23	9	9	9	18	15	18	37	34	29	24	16	19.86	13	28	1.997	0.998	3.042	0.00235122532218056	0.0284353495406558	0.0625	0.2602	0.0876	0.0876	TRUE	0.2051
LMRG_RS04570	1216	1179	999	1911	2124	2152	1486	1397	1219	2504	2407	1565	1530	1575	1420	1404	1570	1852	1735	1751	1636	1654	1608.33	1511	1726	1.143	0.192	3.041	0.00235451938871672	0.0284353495406558	0.0022	0.1974	0.0046	0.0046	TRUE	0.0208
LMRG_RS14215	1079	1132	819	2256	2730	2306	1559	1616	1219	3056	3011	1388	1469	1291	1676	1804	1682	1943	2008	1751	1997	2069	1734.4	1552	1954	1.257	0.33	3.029	0.00245024988482657	0.0294655581894464	0.0101	0.1973	0.015	0.015	TRUE	0.0813
LMRG_RS14285	10	11	18	75	67	85	54	66	73	128	129	13	14	28	56	44	62	67	82	105	84	89	58.54	36	85	2.309	1.207	3.02	0.00253095577149414	0.0303071229247561	0.186	0.2182	0.1899	0.1899	TRUE	0.2922
